5 6.025596752185634
0 4.927002702835409
6 7.2881789114050015
2 6.059831445625352
6 8.821210698144473
8 8.68816301677545
2 5.866417859406099
10 8.68044981214943
8 7.305392837290007
10 8.292081502534502
6 8.146884362073731
0 5.6589008015611295
6 7.080373012646604
5 6.855087281467206
7 7.924217674025064
7 7.265054413033676
6 7.702715261018016
8 7.610277900809497
6 8.03661135345051
4 6.908287114682097
1 4.735603861227367
8 8.981031829988916
2 5.403316366554176
2 7.329646726739691
2 5.1018791693133645
2 5.85342942044889
2 5.455173173733419
10 9.067920792773018
4 6.837439985468249
0 4.97670860162999
10 9.372879245504683
3 6.956445173659226
3 5.846951583766517
1 5.699161722801914
1 4.661435246062841
3 6.7076754254182385
6 6.807748332461908
6 6.8656939056083575
5 7.800672056588398
5 6.551993732795981
3 6.069671739248402
1 4.833667288564173
2 5.833804993161884
5 6.892716566357137
0 4.435809565501347
10 8.617536098116203
4 6.10280421495853
1 4.609952164894648
5 6.615487955995394
4 6.208714636195961
